id,input_receptor,input_ligand,input_template
1HVY_D16,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1HVY_D16_holo_aligned_predicted_protein.pdb,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1|O=c1ccn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]1|O=c1ccn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]1|O=c1ccn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]1|O=c1ccn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]1|OCCS|OCCS|OCCS|OCCS,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1HVY_D16_holo_aligned_predicted_protein.pdb
1HWW_SWA,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1HWW_SWA_holo_aligned_predicted_protein.pdb,CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|C[C@@H](O)CC(C)(C)O|O[C@H]1[C@H]2[C@H](O)CCCN2C[C@H]1O|[Zn+2],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1HWW_SWA_holo_aligned_predicted_protein.pdb
1TT1_KAI,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1TT1_KAI_holo_aligned_predicted_protein.pdb,C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1TT1_KAI_holo_aligned_predicted_protein.pdb
1Q41_IXM,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1Q41_IXM_holo_aligned_predicted_protein.pdb,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\O,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1Q41_IXM_holo_aligned_predicted_protein.pdb
1N1M_A3M,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1N1M_A3M_holo_aligned_predicted_protein.pdb,CC(C)[C@H](N)C(=O)N1CCCC1|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|C[C@@H]1OC[C@@H](O)[C@H](O)[C@@H]1O|C[C@@H]1OC[C@@H](O)[C@H](O)[C@@H]1O|C[C@@H]1OC[C@@H](O)[C@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|[Hg+2]|[Hg+2]|[Hg+2]|[Hg+2],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1N1M_A3M_holo_aligned_predicted_protein.pdb
1KE5_LS1,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1KE5_LS1_holo_aligned_predicted_protein.pdb,CNS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1KE5_LS1_holo_aligned_predicted_protein.pdb
1HP0_AD3,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1HP0_AD3_holo_aligned_predicted_protein.pdb,Nc1nccc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O|[Ca+2]|[Ca+2],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1HP0_AD3_holo_aligned_predicted_protein.pdb
1UOU_CMU,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1UOU_CMU_holo_aligned_predicted_protein.pdb,N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1UOU_CMU_holo_aligned_predicted_protein.pdb
1TOW_CRZ,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1TOW_CRZ_holo_aligned_predicted_protein.pdb,O=C(O)CCCn1c2ccccc2c2ccccc21,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1TOW_CRZ_holo_aligned_predicted_protein.pdb
1LPZ_CMB,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1LPZ_CMB_holo_aligned_predicted_protein.pdb,Cc1cccc2c1cc(C(=O)NCc1cc(Cl)cc(Cl)c1)n2Cc1cccc(C(=N)N)c1|[Ca+2],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1LPZ_CMB_holo_aligned_predicted_protein.pdb
1VCJ_IBA,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1VCJ_IBA_holo_aligned_predicted_protein.pdb,CCC(CC)Nc1cc(C(=O)O)ccc1N1C(=O)CC[C@@]1(CN)CO,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1VCJ_IBA_holo_aligned_predicted_protein.pdb
1R1H_BIR,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1R1H_BIR_holo_aligned_predicted_protein.pdb,CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|C[C@H](NC(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)C[P@](=O)(O)[C@H](C)N)C(=O)O|[Zn+2],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1R1H_BIR_holo_aligned_predicted_protein.pdb
1OQ5_CEL,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1OQ5_CEL_holo_aligned_predicted_protein.pdb,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1|[Zn+2],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1OQ5_CEL_holo_aligned_predicted_protein.pdb
