complex_name,protein_path,ligand_description,protein_sequence
6pa2_1_ASP_2,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6pa2_1_ASP_2_holo_aligned_predicted_protein.pdb,N[C@@H](CC(O)O)C(O)O,
6pa6_2_ASN_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6pa6_2_ASN_0_holo_aligned_predicted_protein.pdb,NC(O)C[C@H](N)C(O)O,
6paa_1_ASP_2,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6paa_1_ASP_2_holo_aligned_predicted_protein.pdb,N[C@@H](CC(O)O)C(O)O,
6qkr_1_FAD_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6qkr_1_FAD_0_holo_aligned_predicted_protein.pdb,CC1CC2NC3C(NC(O)N[C@H]3O)N(C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O[PH](O)(O)OC[C@H]3O[C@@H](N4CNC5C4NCN[C@H]5N)[C@H](O)[C@@H]3O)C2CC1C,
6rms_1_AMP_1,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6rms_1_AMP_1_holo_aligned_predicted_protein.pdb,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]1O,
6ryz_1_SAM_2,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6ryz_1_SAM_2_holo_aligned_predicted_protein.pdb,C[S@@H](CC[C@H](N)C(O)O)C[C@H]1O[C@@H](N2CNC3C2NCN[C@@H]3N)[C@H](O)[C@@H]1O,
6rz2_1_5CD_2,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6rz2_1_5CD_2_holo_aligned_predicted_protein.pdb,NC1NCNC2[C@H]1NCN2[C@@H]1O[C@H](CCl)[C@@H](O)[C@H]1O,
6tvg_1_AP2_1,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6tvg_1_AP2_1_holo_aligned_predicted_protein.pdb,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)C[PH](O)(O)O)[C@@H](O)[C@H]1O,
6uqy_2_AT3_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6uqy_2_AT3_0_holo_aligned_predicted_protein.pdb,C[C@@H](O)SCC[N+](C)(C)C,
6ur1_2_AT3_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6ur1_2_AT3_0_holo_aligned_predicted_protein.pdb,C[C@@H](O)SCC[N+](C)(C)C,
6v2a_1_ASN_3,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6v2a_1_ASN_3_holo_aligned_predicted_protein.pdb,NC(O)C[C@H](N)C(O)O,
6wyz_1_DGL_1,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6wyz_1_DGL_1_holo_aligned_predicted_protein.pdb,N[C@H](CCC(O)O)C(O)O,
6xb3_3_9BG_1,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6xb3_3_9BG_1_holo_aligned_predicted_protein.pdb,NC1NC(O)C2NCN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O[PH]([O-])(O)OC[C@H]3O[C@@H](N4CNC5C(N)NCNC54)[C@H](O)[C@@H]3O[PH]([O-])(O)O)C2N1,
6xug_1_O1Q_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6xug_1_O1Q_0_holo_aligned_predicted_protein.pdb,CC1CCC[C@H](N2NCC[C@H]2C2CC(Cl)C3NNN(C4CC[C@H]5CNNC5C4)C3C2)C1,
6yao_1_OJ2_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6yao_1_OJ2_0_holo_aligned_predicted_protein.pdb,OCC[C@H]1CCCC[C@@H]1NC(O)N[C@H]1CCC[C@@H](OC(F)(F)F)C1,
6yap_1_OHZ_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6yap_1_OHZ_0_holo_aligned_predicted_protein.pdb,OCC[C@H]1CCCC[C@@H]1NC(O)N[C@H]1CC(Cl)C[C@H](OC(F)(F)F)C1,
6yaq_1_OHZ_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6yaq_1_OHZ_0_holo_aligned_predicted_protein.pdb,OCCC1CCCC[C@H]1N[C@H](O)N[C@H]1C[C@@H](Cl)C[C@@H](OC(F)(F)F)C1,
